treatment_effect,recommendation
0.7679728837045887,High discount impact
0.6872591955682815,Normal discount impact
0.785604616201723,High discount impact
0.7972421867888847,High discount impact
0.750727342721825,High discount impact
0.7570730323085375,High discount impact
0.8143359348380499,High discount impact
0.7420988675248854,High discount impact
0.74212203330907,High discount impact
0.6871323798228605,Normal discount impact
0.7453167233856747,High discount impact
0.7969846682014635,High discount impact
0.6842755390492188,Normal discount impact
0.7536155666661468,High discount impact
0.7219227408399274,Normal discount impact
0.7884958399799675,High discount impact
0.7542189695801628,High discount impact
0.7044207357249773,Normal discount impact
0.7943198877573708,High discount impact
0.7910797610455691,High discount impact
0.7539116771322989,High discount impact
0.7941977280969298,High discount impact
0.7397084675793907,Normal discount impact
0.7740115348356652,High discount impact
0.7423516492582191,High discount impact
0.7367184062811987,Normal discount impact
0.7049065950978359,Normal discount impact
0.6875093453381329,Normal discount impact
0.7741332925794123,High discount impact
0.8168072503938164,High discount impact
0.7194026710304405,Normal discount impact
0.672994450408543,Normal discount impact
0.6875776661475941,Normal discount impact
0.8001999388458155,High discount impact
0.7191652078468684,Normal discount impact
0.7077301786898644,Normal discount impact
0.7019829348697635,Normal discount impact
0.7338042293068595,Normal discount impact
0.7162004353357571,Normal discount impact
0.7592953102803323,High discount impact
0.7710150509501138,High discount impact
0.6814359481092498,Normal discount impact
0.7595998834087947,High discount impact
0.7338128515118983,Normal discount impact
0.7338029245911657,Normal discount impact
0.7452545083851135,High discount impact
0.742018904568685,High discount impact
0.7337998821068502,Normal discount impact
0.7857847855071387,High discount impact
0.6902453197744877,Normal discount impact
0.7133405940900597,Normal discount impact
0.7859075472600677,High discount impact
0.7741836818506017,High discount impact
0.757053535659924,High discount impact
0.6903681451654089,Normal discount impact
0.7971683321816454,High discount impact
0.8028943105597762,High discount impact
0.6846641426196785,Normal discount impact
0.7856036143802145,High discount impact
0.6899203299464521,Normal discount impact
0.7012504520518172,Normal discount impact
0.8058211149817193,High discount impact
0.7680128717597553,High discount impact
0.7595897573897518,High discount impact
0.8197877028599372,High discount impact
0.7626815950978639,High discount impact
0.7828449645507038,High discount impact
0.7303754864337997,Normal discount impact
0.7047570945731266,Normal discount impact
0.8024459891093865,High discount impact
0.7594889485726449,High discount impact
0.7222410476114879,Normal discount impact
0.7330943550911938,Normal discount impact
0.7193405189583958,Normal discount impact
0.7537513160666045,High discount impact
0.7593281436602599,High discount impact
0.7797625321370583,High discount impact
0.7423602671966596,High discount impact
0.7450150829236812,High discount impact
0.6932328842654547,Normal discount impact
0.707602842757794,Normal discount impact
0.6700620258148529,Normal discount impact
0.6673673314622374,Normal discount impact
0.8030358888491419,High discount impact
0.7598400592407436,High discount impact
0.7542817015653884,High discount impact
0.742172894777134,High discount impact
0.7882977743878569,High discount impact
0.8086702360019792,High discount impact
0.678618364806059,Normal discount impact
0.7219183541131727,Normal discount impact
0.7744536049259291,High discount impact
0.6900678523930535,Normal discount impact
0.7449822462789962,High discount impact
0.7567693798668177,High discount impact
0.6786821835759812,Normal discount impact
0.7048842228619947,Normal discount impact
0.74512013244813,High discount impact
0.7079076916695174,Normal discount impact
0.7798525644774562,High discount impact
0.742210453122762,High discount impact
0.7623767988058215,High discount impact
0.7161936549907059,Normal discount impact
0.7537715801069266,High discount impact
0.6874169125092315,Normal discount impact
0.8057835713927914,High discount impact
0.7540668951064112,High discount impact
0.8085730955181845,High discount impact
0.6789292409160123,Normal discount impact
0.7215841465455859,Normal discount impact
0.7189821279977388,Normal discount impact
0.7479770022595904,High discount impact
0.7508740502235438,High discount impact
0.730671262969711,Normal discount impact
0.7855282241467982,High discount impact
0.774173299395923,High discount impact
0.759939025255669,High discount impact
0.7511601861627624,High discount impact
0.774212532518484,High discount impact
0.7308250360884033,Normal discount impact
0.7073354719192136,Normal discount impact
0.6903043840754545,Normal discount impact
0.7740316055329938,High discount impact
0.7654507631031507,High discount impact
0.7541718650382397,High discount impact
0.7018692086529477,Normal discount impact
0.7250542312146578,Normal discount impact
0.751507846570831,High discount impact
0.6841256124435419,Normal discount impact
0.6958774143328764,Normal discount impact
0.8000614303349061,High discount impact
0.6900536218953093,Normal discount impact
0.7135840925068606,Normal discount impact
0.7451197836095587,High discount impact
0.7163935080361638,Normal discount impact
0.6787964870828789,Normal discount impact
0.7594177338754036,High discount impact
0.7568197336435664,High discount impact
0.7452438096271576,High discount impact
0.7389923485108981,Normal discount impact
0.7395444874382544,Normal discount impact
0.701904433179703,Normal discount impact
0.7683420074476144,High discount impact
0.765368104656575,High discount impact
0.7654125142753132,High discount impact
0.7999577377739536,High discount impact
0.785435475750981,High discount impact
0.7018675995925314,Normal discount impact
0.6843231929376292,Normal discount impact
0.6841960099977068,Normal discount impact
0.7710632383340871,High discount impact
0.7801940471167138,High discount impact
0.6962476237675495,Normal discount impact
0.7972196504809872,High discount impact
0.8084517386896904,High discount impact
0.7483821123337591,High discount impact
0.7076229907867767,Normal discount impact
0.6990814026140791,Normal discount impact
0.7681428456546636,High discount impact
0.7917397017578847,High discount impact
0.6729817812936717,Normal discount impact
0.7769047068866517,High discount impact
0.7394016291849244,Normal discount impact
0.733208391824384,Normal discount impact
0.7452660235174232,High discount impact
0.6905617048291358,Normal discount impact
0.7539278358421589,High discount impact
0.7537888802798234,High discount impact
0.693444977294462,Normal discount impact
0.750648955692745,High discount impact
0.7767603446454464,High discount impact
0.7857981463099428,High discount impact
0.6876413556206796,Normal discount impact
0.6816594401181172,Normal discount impact
0.7972382594451642,High discount impact
0.7017381734840492,Normal discount impact
0.7454687092354114,High discount impact
0.7824164183315094,High discount impact
0.7451177352933764,High discount impact
0.7391908745923628,Normal discount impact
0.7769913845614197,High discount impact
0.6962403032473404,Normal discount impact
0.7796625368361375,High discount impact
0.693355102975313,Normal discount impact
0.7451721425465037,High discount impact
0.7739290977863761,High discount impact
0.7740416346895407,High discount impact
0.7741336221307806,High discount impact
0.7163779207881509,Normal discount impact
0.7800404600228866,High discount impact
0.7597590162301184,High discount impact
0.7423047589681507,High discount impact
0.7560899113384683,High discount impact
0.7653515811351995,High discount impact
0.7882332908986409,High discount impact
0.7075002058250385,Normal discount impact
0.7022002529819243,Normal discount impact
0.7365451816150886,Normal discount impact
0.7311373821508986,Normal discount impact
0.7824712783820342,High discount impact
0.7912779795113337,High discount impact
0.7538563702135646,High discount impact
0.724742236546416,Normal discount impact
0.7167712992398046,Normal discount impact
0.7479282265383886,High discount impact
0.7309963426056442,Normal discount impact
0.7216079002315734,Normal discount impact
0.7222252932519844,Normal discount impact
0.7658247927390488,High discount impact
0.7021407874413779,Normal discount impact
0.7915425025854365,High discount impact
0.7194184350271103,Normal discount impact
0.693641201474106,Normal discount impact
0.7045232249336238,Normal discount impact
0.6987593595710797,Normal discount impact
0.7537869528192895,High discount impact
0.7216692796329498,Normal discount impact
0.7680358352615603,High discount impact
0.7277385809077579,Normal discount impact
0.811417260335584,High discount impact
0.7192138376285705,Normal discount impact
0.6902628776304501,Normal discount impact
0.7767904830534623,High discount impact
0.6992922963846825,Normal discount impact
0.7366501414006325,Normal discount impact
0.7195495983791304,Normal discount impact
0.7740780162285466,High discount impact
0.7308170503347372,Normal discount impact
0.730311494075099,Normal discount impact
0.7912151751381666,High discount impact
0.7974402009537671,High discount impact
0.783089495093752,High discount impact
0.7771050147877661,High discount impact
0.7050225410198433,Normal discount impact
0.7597039722410481,High discount impact
0.6845415122113244,Normal discount impact
0.773958234323382,High discount impact
0.7449275647640877,High discount impact
0.7594214945407091,High discount impact
0.7888216133125906,High discount impact
0.7020508675130898,Normal discount impact
0.7250562032115473,Normal discount impact
0.8002576750905148,High discount impact
0.713136434843316,Normal discount impact
0.7072972056066977,Normal discount impact
0.7016161268835963,Normal discount impact
0.7971926663296885,High discount impact
0.7135373691267505,Normal discount impact
0.7826833836046646,High discount impact
0.6929623460241946,Normal discount impact
0.8058698174242375,High discount impact
0.7159936737726467,Normal discount impact
0.7799829329019381,High discount impact
0.8025223606004422,High discount impact
0.6904345311326607,Normal discount impact
0.7342247001745927,Normal discount impact
0.6788412412026478,Normal discount impact
0.6844625176385007,Normal discount impact
0.7566720698799765,High discount impact
0.7769807639061908,High discount impact
0.7825665455062991,High discount impact
0.7193495215943315,Normal discount impact
0.6932988565784809,Normal discount impact
0.7974184213229281,High discount impact
0.6673934144167039,Normal discount impact
0.7364030226500394,Normal discount impact
0.7135582206127841,Normal discount impact
0.6874040877560968,Normal discount impact
0.7422599643466812,High discount impact
0.8085863300343502,High discount impact
0.6844860266762861,Normal discount impact
0.7712631395634566,High discount impact
0.6847677860338596,Normal discount impact
0.756858604803434,High discount impact
0.7222096402968001,Normal discount impact
0.8028042971230077,High discount impact
0.7937790016676679,High discount impact
0.7565473094429638,High discount impact
0.6961899420908664,Normal discount impact
0.7480294745605844,High discount impact
0.7278329813367608,Normal discount impact
0.780030400065753,High discount impact
0.6842171194587716,Normal discount impact
0.8113265008553193,High discount impact
0.7132862311070336,Normal discount impact
0.7508488225222982,High discount impact
0.7307391997190349,Normal discount impact
0.7565340426986901,High discount impact
0.693199707123208,Normal discount impact
0.7829581509182637,High discount impact
0.7826003469363064,High discount impact
0.673106190062781,Normal discount impact
0.673123179143543,Normal discount impact
0.7103559511069155,Normal discount impact
0.7454191609460702,High discount impact
0.7451728063512643,High discount impact
0.7653883002325116,High discount impact
0.7826471266183648,High discount impact
0.6930354807952493,Normal discount impact
0.8001054709359527,High discount impact
0.8056871331681197,High discount impact
0.7625486226449237,High discount impact
0.8056871829846101,High discount impact
0.8003013833420474,High discount impact
0.7334480102424858,Normal discount impact
0.7245237857047724,Normal discount impact
0.7224058168909092,Normal discount impact
0.7104012598038048,Normal discount impact
0.7767677610676419,High discount impact
0.7656308139791854,High discount impact
0.7712905749399964,High discount impact
0.7279079185193954,Normal discount impact
0.7251018410142338,Normal discount impact
0.7276154946723178,Normal discount impact
0.8143224933686667,High discount impact
0.7886056247660815,High discount impact
0.7049088701238005,Normal discount impact
0.7162111550049245,Normal discount impact
0.7595744592120725,High discount impact
0.6645202479035744,Normal discount impact
0.6759202848145308,Normal discount impact
0.7052428406942102,Normal discount impact
0.7505653087129086,High discount impact
0.7046203683262628,Normal discount impact
0.7018897402450448,Normal discount impact
0.6988234166655218,Normal discount impact
0.7570270276887033,High discount impact
0.7135383602749403,Normal discount impact
0.6987671565956934,Normal discount impact
0.7800768505500055,High discount impact
0.6991263198613604,Normal discount impact
0.7422157205027456,High discount impact
0.7453715049701647,High discount impact
0.6961362344616673,Normal discount impact
0.7426042126746318,High discount impact
0.7851800520646112,High discount impact
0.7424277391260838,High discount impact
0.6987300867036794,Normal discount impact
0.7483546260465046,High discount impact
0.7511026392069109,High discount impact
0.7797958103904837,High discount impact
0.780173553247262,High discount impact
0.7768696044099473,High discount impact
0.7538129915933133,High discount impact
0.7248186852159202,Normal discount impact
0.6988735948884166,Normal discount impact
0.7710332230610013,High discount impact
0.7279104938043507,Normal discount impact
0.7020435293885332,Normal discount impact
0.7621467331419904,High discount impact
0.7510286188077285,High discount impact
0.7104497426527364,Normal discount impact
0.8059111878008016,High discount impact
0.7682776773279003,High discount impact
0.6986977212123218,Normal discount impact
0.7306628679792727,Normal discount impact
0.6901078344285987,Normal discount impact
0.8030611630003668,High discount impact
0.7422727935905622,High discount impact
0.6759392058274821,Normal discount impact
0.6990043886629497,Normal discount impact
0.7539887774959787,High discount impact
0.8058403518523769,High discount impact
0.6791538571589725,Normal discount impact
0.754199958676276,High discount impact
0.6758507298338611,Normal discount impact
0.7249536693566213,Normal discount impact
0.7597413641250139,High discount impact
0.8086691302637512,High discount impact
0.7158503449947768,Normal discount impact
0.733542314739091,Normal discount impact
0.7452663334556866,High discount impact
0.7393923553578275,Normal discount impact
0.739313465360522,Normal discount impact
0.7425386681441442,High discount impact
0.7104849391251986,Normal discount impact
0.7681125371459996,High discount impact
0.7738485632560546,High discount impact
0.7886760760388521,High discount impact
0.7656251470027212,High discount impact
0.6728653184680877,Normal discount impact
0.7279508856041021,Normal discount impact
0.6875265311260489,Normal discount impact
0.7482537869258338,High discount impact
0.7164151104404136,Normal discount impact
0.6845457511258872,Normal discount impact
0.7623896877263321,High discount impact
0.6872354589299716,Normal discount impact
0.7883818556661011,High discount impact
0.6731545179938454,Normal discount impact
0.7309750866593302,Normal discount impact
0.7743288323783313,High discount impact
0.7742890760066709,High discount impact
0.7017941170061869,Normal discount impact
0.6934326796009338,Normal discount impact
0.7277496783207756,Normal discount impact
0.7219048307898028,Normal discount impact
0.7308222246603816,Normal discount impact
0.7132169134661833,Normal discount impact
0.6906032758773418,Normal discount impact
0.8197606477310778,High discount impact
0.6757648840576944,Normal discount impact
0.7973466899041518,High discount impact
0.7075895497098997,Normal discount impact
0.6873458617405864,Normal discount impact
0.670096868511251,Normal discount impact
0.7885630329865179,High discount impact
0.7540492706525356,High discount impact
0.768287749254509,High discount impact
0.751091555728844,High discount impact
0.7568031738882636,High discount impact
0.7043459813928838,Normal discount impact
0.7855704986485298,High discount impact
0.753681135176516,High discount impact
0.7683811672119789,High discount impact
0.6871813946868066,Normal discount impact
0.7132697913037666,Normal discount impact
0.6674853817489913,Normal discount impact
0.7944673123482056,High discount impact
0.6900955491508917,Normal discount impact
0.7567732851130938,High discount impact
0.7541346384632399,High discount impact
0.724771755945631,Normal discount impact
0.7974124437696674,High discount impact
0.7365833435407478,Normal discount impact
0.7050295059829045,Normal discount impact
0.7852812821990642,High discount impact
0.7392105506283532,Normal discount impact
0.7021089679019356,Normal discount impact
0.6786317067859216,Normal discount impact
0.7074730988031142,Normal discount impact
0.7884305984485441,High discount impact
0.7855810508912253,High discount impact
0.7766699756094234,High discount impact
0.7827578133614634,High discount impact
0.7683347844912065,High discount impact
0.7221867418328476,Normal discount impact
0.765270244755281,High discount impact
0.7190091104260256,Normal discount impact
0.7481377229763346,High discount impact
0.7710457133662065,High discount impact
0.7883968586922282,High discount impact
0.7654934376091277,High discount impact
0.7311793491059227,Normal discount impact
0.710561922973121,Normal discount impact
0.7623886018343274,High discount impact
0.7885803206032583,High discount impact
0.7303754163380105,Normal discount impact
0.6761331349443265,Normal discount impact
0.7537866706916805,High discount impact
0.6787198599077693,Normal discount impact
0.6989374451902421,Normal discount impact
0.7220457637390865,Normal discount impact
0.6907237103974351,Normal discount impact
0.727582210652655,Normal discount impact
0.7194708028239288,Normal discount impact
0.7393935093801457,Normal discount impact
0.6846619558134892,Normal discount impact
0.7654757087695705,High discount impact
0.6846724386082736,Normal discount impact
0.6759807777976162,Normal discount impact
0.707647321184735,Normal discount impact
0.7942935158943466,High discount impact
0.7944315710601588,High discount impact
0.7100788066352414,Normal discount impact
0.8087713006656906,High discount impact
0.7393341525425559,Normal discount impact
0.7273703108555423,Normal discount impact
0.7597263857387422,High discount impact
0.6935870925242392,Normal discount impact
0.7162657696576151,Normal discount impact
0.6961213680614251,Normal discount impact
0.6761905727738913,Normal discount impact
0.7801718179317936,High discount impact
0.6818093018683833,Normal discount impact
0.7451419053993741,High discount impact
0.6843416308375235,Normal discount impact
0.7567617525693986,High discount impact
0.6815852514925543,Normal discount impact
0.745259131459992,High discount impact
0.751189875897694,High discount impact
0.7597548401053122,High discount impact
0.7166040054847891,Normal discount impact
0.7336478019389792,Normal discount impact
0.6930018865839391,Normal discount impact
0.7249913714408048,Normal discount impact
0.7565134612694366,High discount impact
0.7942132143760491,High discount impact
0.7336301251445172,Normal discount impact
0.7362374795764898,Normal discount impact
0.687339755923116,Normal discount impact
0.670206524538483,Normal discount impact
0.6845410018969099,Normal discount impact
0.7912567909230853,High discount impact
0.704613333056135,Normal discount impact
0.7451598587177586,High discount impact
0.8112566473059097,High discount impact
0.7684122898242851,High discount impact
0.7105044929177756,Normal discount impact
0.7422470676433809,High discount impact
0.8113432122972684,High discount impact
0.7536146209255637,High discount impact
0.6989621930229222,Normal discount impact
0.7425361299051203,High discount impact
0.8113855423731573,High discount impact
0.7392355609474763,Normal discount impact
0.811439540045295,High discount impact
0.7484246260721933,High discount impact
0.7999119355054914,High discount impact
0.7191080525405819,Normal discount impact
0.7508349190023251,High discount impact
0.7824969322472851,High discount impact
0.6786396980742817,Normal discount impact
0.6876256183295196,Normal discount impact
0.7713116577633686,High discount impact
0.7161909231443839,Normal discount impact
0.8029729261409198,High discount impact
0.7363034396050593,Normal discount impact
0.7188624683371623,Normal discount impact
0.7535470657438678,High discount impact
0.7510408448033001,High discount impact
0.7366142309124251,Normal discount impact
0.7216112806191873,Normal discount impact
0.7422645331252435,High discount impact
0.6730616156839517,Normal discount impact
