customer_id,age,gender,income,previous_purchases,discount,sales,treatment_effect,recommendation
10046,31,Female,21656.89,6,10,150.46,0.7159712168363465,Medium Discount
10047,26,Female,43215.41,5,0,121.8,0.6988271772501393,Low Discount
10048,43,Male,15000.0,8,10,135.01,0.7534901153348899,Medium Discount
10049,19,Male,26241.46,5,20,150.5,0.6757862472178465,Low Discount
10050,37,Male,61406.22,7,15,176.2,0.7335830001798352,Medium Discount
10051,45,Male,61787.0,4,25,165.99,0.7482719596339227,Medium Discount
10052,64,Male,56381.86,1,15,124.48,0.794710551837636,Medium Discount
10053,24,Male,35495.36,5,5,120.47,0.6902781221109646,Low Discount
10054,61,Female,49284.33,4,30,192.48,0.7971644738511852,Medium Discount
10055,25,Female,49945.96,3,25,156.49,0.6903556652380315,Low Discount
10056,64,Female,32624.53,2,10,118.95,0.8001304102361836,High Discount
10057,52,Female,72550.97,12,5,185.2,0.79374791740602,Medium Discount
10058,31,Male,63160.43,5,15,150.9,0.7106412905889461,Medium Discount
10059,34,Male,46685.54,10,10,174.55,0.7332663497404197,Medium Discount
10060,53,Female,50403.29,6,10,148.68,0.7796748023596296,Medium Discount
10061,57,Male,53125.74,1,20,110.4,0.7744710801591822,Medium Discount
10062,21,Female,19373.98,6,20,162.28,0.687069689635092,Low Discount
10063,19,Female,46292.34,2,0,106.24,0.670194862726787,Low Discount
10064,23,Female,39770.24,4,20,158.4,0.6873344185389516,Low Discount
10065,59,Male,34975.7,5,30,180.38,0.7913903421259897,Medium Discount
10066,21,Female,45783.5,8,25,188.55,0.692820149173549,Low Discount
10067,46,Female,76965.3,4,10,127.35,0.7539698149993764,Medium Discount
10068,35,Female,59612.64,2,20,129.38,0.7164862987954533,Medium Discount
10069,43,Male,41432.32,1,0,77.41,0.7339658802290185,Medium Discount
10070,61,Male,58588.74,8,15,201.86,0.8057129338636123,High Discount
10071,51,Female,70990.33,8,25,184.82,0.7796177637924735,Medium Discount
10072,27,Male,63869.51,4,20,170.94,0.696280588482307,Low Discount
10073,53,Male,50894.46,1,10,101.67,0.7629037894857926,Medium Discount
10074,31,Male,40295.95,9,15,176.29,0.7217586696446389,Medium Discount
10075,48,Male,60473.35,4,30,177.86,0.7569322899150219,Medium Discount
10076,32,Male,55902.28,2,10,105.28,0.7050685676766996,Medium Discount
10077,25,Male,63427.9,4,15,152.47,0.6905003589153929,Low Discount
10078,31,Male,59527.58,3,30,181.39,0.705006255973843,Medium Discount
10079,40,Male,65743.29,8,30,228.56,0.7450802787567072,Medium Discount
10080,57,Male,41971.47,9,25,188.63,0.7968810518089484,Medium Discount
10081,38,Male,69760.91,4,10,150.62,0.7280893981777276,Medium Discount
10082,33,Female,52963.99,4,20,167.4,0.7162912384090084,Medium Discount
10083,62,Female,81128.91,5,20,184.81,0.8030231601168881,High Discount
10084,35,Male,39662.18,11,0,153.62,0.7389280656414721,Medium Discount
10085,64,Female,76039.46,8,15,192.6,0.8172002967590857,High Discount
10086,41,Female,52968.66,6,0,122.88,0.7450198530724403,Medium Discount
10087,43,Male,40228.73,2,5,108.3,0.7367680930605469,Medium Discount
10088,42,Male,42741.71,8,20,181.71,0.7507417056887797,Medium Discount
10089,62,Male,45194.79,7,15,167.18,0.8057257411535095,High Discount
10090,58,Female,56362.49,6,25,171.3,0.794149980760461,Medium Discount
10091,46,Female,57842.53,5,0,121.97,0.756681219122781,Medium Discount
10092,32,Male,41394.5,3,25,149.7,0.7078033591024195,Medium Discount
10093,62,Male,49634.68,5,25,182.44,0.8001316166185786,High Discount
10094,18,Male,82134.06,3,25,185.45,0.6675638728475962,Low Discount
10095,42,Female,75913.15,3,0,105.86,0.7396001875389538,Medium Discount
10096,24,Female,56544.86,7,5,147.08,0.6987333595238927,Low Discount
10097,26,Female,50570.05,4,30,184.03,0.6960561359847264,Low Discount
10098,41,Female,51800.47,4,30,186.58,0.7393973085707556,Medium Discount
10099,18,Male,59202.77,6,0,135.5,0.6758726010883929,Low Discount
10100,61,Male,34658.11,6,30,196.92,0.7999750365516903,Medium Discount
10101,25,Male,46139.35,3,10,118.27,0.6876044337965921,Low Discount
10102,41,Male,24971.24,4,30,185.47,0.7365294058095444,Medium Discount
10103,28,Female,55988.35,6,20,183.51,0.7074782103206864,Medium Discount
10104,34,Female,59707.94,6,0,141.91,0.724831034903867,Medium Discount
10105,25,Male,42752.2,6,30,197.84,0.6960122055262533,Low Discount
10106,52,Male,73609.8,6,0,138.86,0.7741714690095629,Medium Discount
10107,52,Female,31613.52,3,5,101.13,0.7682656492350609,Medium Discount
10108,50,Male,28034.38,5,10,124.58,0.7653542033975681,Medium Discount
10109,22,Female,53366.78,2,0,102.44,0.6788977011816155,Low Discount
10110,59,Male,65706.47,5,20,175.5,0.7915460758997088,Medium Discount
10111,56,Male,75258.92,3,30,185.31,0.7773108727519682,Medium Discount
10112,58,Male,43116.74,3,20,135.33,0.7829259780288378,Medium Discount
10113,45,Male,66180.21,5,30,213.64,0.7511025352687506,Medium Discount
10114,24,Male,49422.37,11,0,163.84,0.7071985732288727,Medium Discount
10115,26,Male,47410.59,7,25,179.94,0.7017331208229324,Medium Discount
10116,25,Male,63254.9,7,30,213.44,0.698924418935546,Low Discount
10117,29,Female,59784.84,4,25,172.38,0.7047698210529844,Medium Discount
10118,51,Female,26354.12,1,10,93.76,0.7597333759676963,Medium Discount
10119,50,Female,72148.11,4,20,173.84,0.7655013862673606,Medium Discount
10120,40,Female,70701.37,5,25,185.86,0.7394124087529194,Medium Discount
10121,41,Female,40616.56,4,20,149.25,0.7393406320699963,Medium Discount
10122,54,Male,55937.05,4,30,198.59,0.7742432762720498,Medium Discount
10123,52,Male,57410.45,7,30,192.31,0.776897688096236,Medium Discount
10124,61,Female,53910.11,6,10,149.44,0.8028045403198976,High Discount
10125,57,Male,41745.42,8,30,219.16,0.7940715940163514,Medium Discount
10126,39,Female,39925.65,4,10,133.23,0.7335591391299291,Medium Discount
10127,44,Female,49616.69,3,25,171.51,0.7452449170665567,Medium Discount
10128,52,Male,67590.94,0,30,179.01,0.7572910938820266,Medium Discount
10129,18,Male,58154.0,4,0,128.07,0.6702506617693071,Low Discount
10130,52,Male,44440.79,1,15,106.17,0.7599820885238073,Medium Discount
10131,54,Female,61575.48,4,5,109.18,0.7770037907949536,Medium Discount
10132,64,Male,15000.0,3,15,122.27,0.8001174662116527,High Discount
10133,31,Female,67231.49,5,15,147.57,0.7133938621789228,Medium Discount
10134,20,Female,23904.29,6,20,140.69,0.6842036519921791,Low Discount
10135,18,Female,44563.39,6,10,148.44,0.6785303541160899,Low Discount
10136,22,Male,33204.95,4,20,154.27,0.6816802111702902,Low Discount
10137,43,Male,30579.78,4,25,176.9,0.7423358197352443,Medium Discount
10138,31,Female,67412.4,5,5,143.89,0.7133947789732954,Medium Discount
10139,56,Male,42984.48,1,25,161.19,0.7715306916632811,Medium Discount
10140,44,Male,55197.56,9,0,153.15,0.7593911318480027,Medium Discount
10141,26,Male,49296.19,7,5,131.79,0.7017426764443413,Medium Discount
10142,32,Female,57155.61,5,20,176.8,0.7162317966358912,Medium Discount
10143,32,Female,51152.33,4,30,195.92,0.7133930616781095,Medium Discount
10144,43,Male,30755.12,5,30,184.29,0.745145020545681,Medium Discount
10145,59,Female,64944.0,4,20,178.98,0.7914658404530656,Medium Discount
10146,30,Male,42593.65,1,25,140.56,0.6964148198995167,Low Discount
10147,49,Male,26651.27,3,20,142.78,0.7568415739357356,Medium Discount
10148,56,Male,43578.27,7,20,176.05,0.7883835742605688,Medium Discount
10149,49,Male,72511.4,6,15,195.55,0.7654989152258018,Medium Discount
10150,21,Female,62753.33,10,0,169.79,0.6985227713637573,Low Discount
10151,47,Female,44770.22,4,30,168.22,0.7566956563819556,Medium Discount
10152,54,Female,44761.13,5,15,168.41,0.7797268932571219,Medium Discount
10153,40,Male,45175.47,6,20,163.26,0.7393594230969014,Medium Discount
10154,56,Male,81151.22,6,10,163.71,0.7857656697844949,Medium Discount
10155,62,Male,55729.03,8,15,184.05,0.8085874375762779,High Discount
10156,32,Female,56450.62,4,20,165.73,0.7134199117276186,Medium Discount
10157,60,Male,65454.25,3,30,186.56,0.7888171690567234,Medium Discount
10158,46,Female,53581.84,3,20,139.46,0.7510430028141345,Medium Discount
10159,53,Female,46114.37,9,0,149.93,0.7880780042055838,Medium Discount
10160,30,Female,47054.75,7,25,203.03,0.7160192415465486,Medium Discount
10161,49,Female,48925.98,2,5,113.68,0.7568780835943159,Medium Discount
10162,24,Female,49441.67,2,15,115.2,0.6846558015996547,Low Discount
10163,39,Female,60914.44,4,15,143.4,0.733665503645771,Medium Discount
10164,45,Male,50779.19,6,15,150.44,0.753832800038092,Medium Discount
10165,19,Male,60989.6,9,20,205.89,0.6871955887179051,Low Discount
10166,59,Female,48789.25,11,0,146.88,0.8110421590166819,High Discount
10167,62,Female,51179.53,4,20,146.36,0.8000630739362486,High Discount
10168,23,Male,20026.99,7,20,159.36,0.6929273620010624,Low Discount
10169,45,Female,63744.92,7,25,182.4,0.7594387592312607,Medium Discount
10170,45,Female,55197.33,3,10,126.32,0.7481621937900192,Medium Discount
10171,61,Male,64970.15,7,0,117.42,0.8029369605779281,High Discount
10172,61,Female,15000.0,5,15,139.85,0.7997990440080386,Medium Discount
10173,37,Female,81325.62,2,5,115.19,0.7223743249038234,Medium Discount
10174,47,Female,47906.16,9,15,177.21,0.7707531095442959,Medium Discount
10175,28,Male,66622.74,6,20,176.7,0.7048001612767683,Medium Discount
10176,45,Male,34401.41,3,0,90.6,0.7453248659260305,Medium Discount
10177,42,Male,59191.61,6,30,208.52,0.7452084440668089,Medium Discount
10178,56,Female,34198.77,3,0,104.27,0.7798347337158911,Medium Discount
10179,50,Female,40643.47,2,0,96.46,0.759725106280371,Medium Discount
10180,18,Male,78710.47,8,10,200.67,0.6815880843970278,Low Discount
10181,44,Female,47139.76,4,15,149.82,0.748040677015732,Medium Discount
10182,30,Female,53261.49,5,10,143.03,0.7104340708457746,Medium Discount
10183,58,Female,63051.02,4,30,183.96,0.7885672516182564,Medium Discount
10184,20,Female,57435.23,3,30,173.48,0.6759486394081852,Low Discount
10185,56,Female,52256.28,4,25,176.02,0.7827345556795362,Medium Discount
10186,23,Male,55474.42,3,5,104.24,0.6818737493361247,Low Discount
10187,25,Female,86051.23,11,25,245.82,0.7130051332137417,Medium Discount
10188,44,Male,49135.72,6,20,172.38,0.7509354756406491,Medium Discount
10189,26,Female,53016.49,5,10,134.23,0.69887684600803,Low Discount
10190,54,Male,65759.82,5,10,137.37,0.7771013671910191,Medium Discount
10191,50,Female,66582.89,5,25,211.04,0.768281495744516,Medium Discount
10192,59,Male,67805.45,3,20,143.94,0.7859400883770221,Medium Discount
10193,61,Female,59580.95,6,0,127.11,0.8028332783343813,High Discount
10194,41,Male,32854.93,4,20,160.65,0.7365693578444115,Medium Discount
10195,32,Female,74501.47,5,15,170.04,0.716319699940501,Medium Discount
10196,49,Male,32804.82,3,25,148.17,0.7568727581710565,Medium Discount
10197,49,Female,54539.53,7,20,171.35,0.770948092496558,Medium Discount
10198,41,Male,38685.86,3,0,94.64,0.7337905949010728,Medium Discount
10199,58,Male,49037.92,6,20,146.12,0.7913809214160241,Medium Discount
10200,29,Female,54931.44,7,10,160.16,0.7131701622937346,Medium Discount
10201,56,Female,54820.36,1,5,98.26,0.774322612892751,Medium Discount
10202,19,Male,56328.81,6,10,161.87,0.6787470325865883,Low Discount
10203,20,Female,74205.67,4,30,182.67,0.6788419389102018,Low Discount
10204,54,Male,56803.01,2,5,103.67,0.7686310401959532,Medium Discount
10205,34,Male,46337.65,2,30,168.54,0.710798088800059,Medium Discount
10206,19,Male,64461.31,5,20,174.29,0.6759799332683907,Low Discount
10207,19,Female,67842.06,5,15,147.99,0.6787290065867218,Low Discount
10208,45,Male,31585.88,3,20,133.32,0.7453105977149861,Medium Discount
10209,40,Male,58961.0,5,0,133.48,0.736620971537769,Medium Discount
10210,54,Female,60517.59,11,20,220.85,0.7966566154460877,Medium Discount
10211,49,Female,45536.55,2,5,84.63,0.7568609070405017,Medium Discount
10212,50,Female,70635.6,6,10,167.15,0.7711103458335814,Medium Discount
10213,18,Female,47749.17,5,15,135.38,0.6757381863933866,Low Discount
10214,36,Male,51883.65,3,30,171.87,0.7194124980359724,Medium Discount
10215,19,Male,47403.92,4,20,161.33,0.673085179594989,Low Discount
10216,61,Male,50233.69,10,20,217.25,0.8112872176122072,High Discount
10217,43,Male,33555.87,1,10,76.4,0.7339259648841701,Medium Discount
10218,49,Female,28399.24,8,15,172.82,0.7736239340593188,Medium Discount
10219,23,Male,73917.58,3,25,182.08,0.6819672134083268,Low Discount
10220,49,Male,37295.58,5,30,178.08,0.7625121404013286,Medium Discount
10221,21,Female,35129.11,4,20,150.47,0.6815329071396132,Low Discount
10222,28,Male,17699.15,11,20,166.33,0.7185937932896564,Medium Discount
10223,34,Male,40415.57,3,25,129.23,0.7135763898241724,Medium Discount
10224,55,Male,30153.65,4,30,183.16,0.7770016100107359,Medium Discount
10225,41,Male,74630.23,3,5,118.43,0.7339727495423023,Medium Discount
10226,22,Male,65147.26,3,5,115.61,0.6790337724005538,Low Discount
10227,51,Male,39677.74,8,0,136.19,0.7767271407879446,Medium Discount
10228,23,Female,83786.54,1,10,121.23,0.6791325424263707,Low Discount
10229,39,Female,64726.48,5,15,155.28,0.7364931340957802,Medium Discount
10230,28,Male,45127.53,7,20,182.51,0.7074995426283996,Medium Discount
10231,33,Male,15000.0,3,30,141.54,0.710558595980561,Medium Discount
10232,50,Female,84364.14,7,20,209.78,0.7739882299533517,Medium Discount
10233,26,Male,29156.41,5,0,102.28,0.6960239899551908,Low Discount
10234,23,Male,25319.02,7,30,183.6,0.6929541803268816,Low Discount
10235,33,Male,65338.56,5,30,186.27,0.7164303202872186,Medium Discount
10236,46,Female,86596.29,7,20,199.72,0.7624435585243753,Medium Discount
10237,20,Male,70764.09,5,10,147.32,0.6789008695678207,Low Discount
10238,37,Female,58458.64,4,0,95.74,0.7278750668042039,Medium Discount
10239,53,Male,58921.32,5,10,138.44,0.7741777160329227,Medium Discount
10240,36,Female,62801.23,11,0,161.31,0.744666263557377,Medium Discount
10241,43,Female,61383.93,7,20,199.31,0.7536488028566355,Medium Discount
10242,20,Male,54217.87,6,0,126.41,0.6816253308275962,Low Discount
10243,36,Female,51563.02,3,5,127.97,0.7221428139370514,Medium Discount
10244,37,Male,49061.1,0,30,142.43,0.7138622533345454,Medium Discount
10245,49,Female,38690.53,10,15,183.93,0.7792927115317693,Medium Discount
10246,24,Male,45789.87,5,20,166.76,0.6903302914152447,Low Discount
10247,58,Male,24605.65,5,25,170.84,0.788448794195096,Medium Discount
10248,50,Female,48524.91,3,15,142.97,0.7625733591560068,Medium Discount
10249,57,Male,35171.13,4,20,140.71,0.782805028632241,Medium Discount
10250,56,Male,33446.16,2,15,111.63,0.7742906667325983,Medium Discount
10251,35,Female,52698.41,2,5,101.3,0.7164512596756961,Medium Discount
10252,57,Male,70880.03,7,15,193.75,0.7914109267155216,Medium Discount
10253,18,Male,63774.75,3,0,95.88,0.6674708337005401,Low Discount
10254,28,Female,26442.49,1,15,103.45,0.6932869200789231,Low Discount
10255,45,Female,35155.58,3,20,148.88,0.7480606285718541,Medium Discount
10256,42,Male,64111.57,7,25,207.32,0.7480416891031945,Medium Discount
10257,40,Male,35262.69,5,25,175.69,0.7365008760358643,Medium Discount
10258,48,Female,46630.5,5,10,139.12,0.7624023917466128,Medium Discount
10259,47,Female,58250.78,4,30,175.47,0.7567639715748599,Medium Discount
10260,59,Male,35474.83,5,15,138.33,0.7913928715581672,Medium Discount
10261,52,Female,51580.63,5,25,189.56,0.7739834606875394,Medium Discount
10262,24,Male,29989.62,3,15,134.23,0.6846335962846924,Low Discount
10263,33,Male,40979.49,3,30,156.14,0.7106902517775684,Medium Discount
10264,43,Male,54796.73,6,25,196.59,0.7480751680259115,Medium Discount
10265,19,Male,26105.09,6,30,199.14,0.678593868381089,Low Discount
10266,18,Male,56607.12,4,15,148.34,0.6702428226731865,Low Discount
10267,29,Female,49705.43,9,20,201.12,0.7187603030223959,Medium Discount
10268,22,Female,58287.35,6,15,174.76,0.6901558860384475,Low Discount
10269,54,Female,53358.71,5,30,184.72,0.7797704630595789,Medium Discount
10270,49,Female,70462.11,5,20,198.53,0.7654121585844506,Medium Discount
10271,26,Male,51878.37,4,20,170.17,0.6933308253826024,Low Discount
10272,58,Male,43558.92,10,10,182.02,0.8025864045578923,High Discount
10273,52,Male,51834.46,6,25,186.07,0.7740611185083481,Medium Discount
10274,36,Male,58149.47,2,0,100.02,0.7166359389769116,Medium Discount
10275,33,Female,50732.9,4,20,141.76,0.7162799319541033,Medium Discount
10276,20,Male,50608.88,3,30,195.13,0.6731821048843352,Low Discount
10277,37,Male,39470.12,2,25,159.52,0.7194302737827754,Medium Discount
10278,41,Female,40056.49,5,5,137.17,0.7421461060563238,Medium Discount
10279,50,Female,28960.92,6,15,150.29,0.7708991518028123,Medium Discount
10280,41,Female,76243.65,5,30,199.52,0.7423294910800957,Medium Discount
10281,28,Female,31342.05,10,5,151.43,0.7185865596790207,Medium Discount
10282,25,Male,39606.42,5,30,192.94,0.6931879514701347,Low Discount
10283,53,Male,39223.89,5,15,141.99,0.7740778957190657,Medium Discount
10284,55,Female,63423.87,4,10,136.84,0.7799021536618169,Medium Discount
10285,57,Male,45575.75,4,30,185.25,0.7828577559389994,Medium Discount
10286,37,Male,68716.13,3,20,151.76,0.7223867955078408,Medium Discount
10287,52,Male,39897.64,6,0,128.39,0.7740006264990426,Medium Discount
10288,42,Female,54184.91,4,20,158.92,0.7422983879686202,Medium Discount
10289,52,Male,37469.79,2,15,107.15,0.7627550739547895,Medium Discount
10290,42,Female,82177.24,9,30,231.39,0.7564818054141768,Medium Discount
10291,46,Male,32186.02,5,0,119.17,0.7538192593337477,Medium Discount
10292,35,Male,54647.31,9,20,189.95,0.7333873810307596,Medium Discount
10293,63,Male,59506.65,5,0,128.69,0.803070640438361,High Discount
10294,35,Female,56206.99,5,15,156.82,0.7248939767729954,Medium Discount
10295,19,Male,47220.69,1,10,104.89,0.6646593143144337,Low Discount
10296,52,Female,48052.69,5,10,164.15,0.7739655822090745,Medium Discount
10297,33,Female,50657.17,8,30,201.49,0.7275127971507499,Medium Discount
10298,58,Female,47794.97,6,20,164.5,0.7941065632925285,Medium Discount
10299,53,Male,64458.19,2,5,110.49,0.7657808384008724,Medium Discount
10300,50,Male,83157.85,5,15,193.24,0.7656335516209805,Medium Discount
10301,21,Male,41637.62,5,20,160.61,0.6816422616904357,Low Discount
10302,50,Male,29452.96,4,20,149.47,0.762553080067019,Medium Discount
10303,31,Female,48675.77,6,10,143.98,0.7161081399314745,Medium Discount
10304,38,Female,88695.64,5,30,212.93,0.7337256063654815,Medium Discount
10305,37,Female,37944.88,6,0,114.23,0.7333877340755072,Medium Discount
10306,25,Male,74586.75,5,15,171.75,0.6933652206630915,Low Discount
10307,24,Female,75165.51,4,0,127.32,0.6904027863298343,Low Discount
10308,20,Male,41696.18,7,25,187.01,0.6843701871261015,Low Discount
10309,34,Female,58534.75,5,25,170.51,0.722016777306825,Medium Discount
10310,50,Male,74425.95,7,15,181.65,0.7712059256135677,Medium Discount
10311,29,Male,44313.08,6,30,209.18,0.7075760988255483,Medium Discount
10312,39,Female,46946.29,4,5,109.71,0.733594717501741,Medium Discount
10313,39,Female,41274.79,8,25,200.48,0.7447992251148007,Medium Discount
10314,63,Female,34778.65,4,10,112.33,0.8028689553037964,High Discount
10315,47,Female,40260.84,3,5,96.23,0.7538644920344957,Medium Discount
10316,55,Male,31640.9,5,20,168.82,0.779817459164025,Medium Discount
10317,55,Female,50511.25,10,25,224.67,0.7966865900666175,Medium Discount
10318,62,Female,38450.4,6,10,145.71,0.8056151912378281,High Discount
10319,25,Female,53506.79,4,20,135.54,0.6931820226356148,Low Discount
10320,44,Male,26661.57,3,5,94.3,0.7423966470633305,Medium Discount
10321,44,Male,54963.2,3,15,145.05,0.7425400707277002,Medium Discount
10322,51,Female,62502.93,5,20,156.76,0.7711498156180725,Medium Discount
10323,38,Male,20093.97,2,0,72.51,0.7222210774277367,Medium Discount
10324,47,Female,55610.85,6,15,170.97,0.7623672177349029,Medium Discount
10325,50,Male,68415.03,2,15,122.6,0.7571339029664808,Medium Discount
10326,45,Male,31855.38,5,5,101.63,0.7509285879414247,Medium Discount
10327,64,Male,75088.59,2,5,101.11,0.7976136638418684,Medium Discount
10328,50,Male,56285.29,6,10,154.49,0.768305682272154,Medium Discount
10329,22,Female,39424.82,3,10,113.14,0.6816353600032337,Low Discount
10330,36,Female,49163.46,5,0,123.36,0.727747278215846,Medium Discount
10331,21,Female,58374.9,2,15,133.9,0.6760340849278973,Low Discount
10332,52,Male,51140.08,6,30,217.38,0.7740575996112363,Medium Discount
10333,34,Female,58081.34,6,0,114.67,0.7248227918121276,Medium Discount
10334,61,Female,36189.9,7,0,127.41,0.8055230521715389,High Discount
10335,45,Female,52540.41,6,30,191.32,0.7565736660931963,Medium Discount
10336,47,Male,28794.28,6,30,193.4,0.7594993791305473,Medium Discount
10337,46,Male,48331.61,4,30,182.37,0.7510927678084837,Medium Discount
10338,63,Male,36441.39,4,5,102.79,0.8001454407895701,High Discount
10339,23,Female,38967.05,7,0,123.91,0.6957552849565085,Low Discount
10340,52,Female,68541.4,5,0,125.0,0.7740694124784409,Medium Discount
10341,58,Female,66369.65,5,20,167.19,0.7913923816232298,Medium Discount
10342,54,Male,59137.07,8,30,225.84,0.785492741928407,Medium Discount
10343,41,Male,33615.31,4,30,163.5,0.7365732112085432,Medium Discount
10344,46,Female,45253.87,2,10,134.54,0.7481924870664008,Medium Discount
10345,63,Male,68196.47,3,10,142.64,0.79749805319771,Medium Discount
10346,48,Male,52125.75,4,15,149.05,0.7568899869317417,Medium Discount
10347,52,Male,84789.94,6,10,193.85,0.7742281264051606,Medium Discount
10348,50,Male,55899.77,9,25,209.36,0.7767286653085026,Medium Discount
10349,38,Female,52880.74,3,15,144.05,0.7279274833509494,Medium Discount
10350,49,Male,45363.25,5,30,189.91,0.7625530247883525,Medium Discount
10351,40,Male,52003.11,3,20,157.98,0.7309690866769035,Medium Discount
10352,50,Male,47712.95,2,10,129.82,0.7570289914057801,Medium Discount
10353,20,Male,60621.63,4,20,167.8,0.6760411585615539,Low Discount
10354,35,Female,64350.53,9,10,189.59,0.7361684946172755,Medium Discount
10355,42,Female,38210.16,4,10,120.6,0.7422174330136445,Medium Discount
10356,59,Male,30031.51,5,20,152.95,0.7913652865427198,Medium Discount
10357,48,Male,22456.92,8,0,141.61,0.7679728837045887,Medium Discount
10358,20,Male,57619.87,8,0,148.78,0.6872591955682815,Low Discount
10359,57,Male,33449.5,5,0,109.21,0.785604616201723,Medium Discount
10360,63,Male,17706.64,3,25,137.82,0.7972421867888847,Medium Discount
10361,41,Male,55828.68,9,0,159.58,0.750727342721825,Medium Discount
10362,49,Female,87394.99,2,10,126.88,0.7570730323085375,Medium Discount
10363,64,Male,49908.94,8,30,203.19,0.8143359348380499,High Discount
10364,39,Female,62577.36,7,5,150.94,0.7420988675248854,Medium Discount
10365,40,Female,51227.44,6,20,149.59,0.74212203330907,Medium Discount
10366,19,Male,48516.66,9,30,227.37,0.6871323798228605,Low Discount
10367,44,Female,63786.15,3,5,122.16,0.7453167233856747,Medium Discount
10368,59,Female,45645.88,6,30,192.29,0.7969846682014635,Medium Discount
10369,19,Female,54010.88,7,25,192.88,0.6842755390492188,Low Discount
10370,43,Female,54825.47,7,5,144.72,0.7536155666661468,Medium Discount
10371,34,Female,39978.64,5,15,139.6,0.7219227408399274,Medium Discount
10372,57,Female,64880.64,5,0,124.29,0.7884958399799675,Medium Discount
10373,50,Male,47375.6,1,25,141.69,0.7542189695801628,Medium Discount
10374,26,Female,38663.82,7,30,201.46,0.7044207357249773,Medium Discount
10375,60,Female,58047.65,4,10,134.47,0.7943198877573708,Medium Discount
10376,56,Female,36522.98,7,0,120.74,0.7910797610455691,Medium Discount
10377,46,Male,50422.72,5,0,118.0,0.7539116771322989,Medium Discount
10378,59,Female,49863.22,5,5,135.24,0.7941977280969298,Medium Discount
10379,43,Male,66288.43,3,15,139.4,0.7397084675793907,Medium Discount
10380,52,Female,57120.47,5,0,122.51,0.7740115348356652,Medium Discount
