customer_id,age,gender,income,previous_purchases,discount,sales
10187,25,Female,86051.23,11,25,245.82
10188,44,Male,49135.72,6,20,172.38
10189,26,Female,53016.49,5,10,134.23
10190,54,Male,65759.82,5,10,137.37
10191,50,Female,66582.89,5,25,211.04
10192,59,Male,67805.45,3,20,143.94
10193,61,Female,59580.95,6,0,127.11
10194,41,Male,32854.93,4,20,160.65
10195,32,Female,74501.47,5,15,170.04
10196,49,Male,32804.82,3,25,148.17
10197,49,Female,54539.53,7,20,171.35
10198,41,Male,38685.86,3,0,94.64
10199,58,Male,49037.92,6,20,146.12
10200,29,Female,54931.44,7,10,160.16
10201,56,Female,54820.36,1,5,98.26
10202,19,Male,56328.81,6,10,161.87
10203,20,Female,74205.67,4,30,182.67
10204,54,Male,56803.01,2,5,103.67
10205,34,Male,46337.65,2,30,168.54
10206,19,Male,64461.31,5,20,174.29
10207,19,Female,67842.06,5,15,147.99
10208,45,Male,31585.88,3,20,133.32
10209,40,Male,58961.0,5,0,133.48
10210,54,Female,60517.59,11,20,220.85
10211,49,Female,45536.55,2,5,84.63
10212,50,Female,70635.6,6,10,167.15
10213,18,Female,47749.17,5,15,135.38
10214,36,Male,51883.65,3,30,171.87
10215,19,Male,47403.92,4,20,161.33
10216,61,Male,50233.69,10,20,217.25
10217,43,Male,33555.87,1,10,76.4
10218,49,Female,28399.24,8,15,172.82
10219,23,Male,73917.58,3,25,182.08
10220,49,Male,37295.58,5,30,178.08
10221,21,Female,35129.11,4,20,150.47
10222,28,Male,17699.15,11,20,166.33
10223,34,Male,40415.57,3,25,129.23
10224,55,Male,30153.65,4,30,183.16
10225,41,Male,74630.23,3,5,118.43
10226,22,Male,65147.26,3,5,115.61
10227,51,Male,39677.74,8,0,136.19
10228,23,Female,83786.54,1,10,121.23
10229,39,Female,64726.48,5,15,155.28
10230,28,Male,45127.53,7,20,182.51
10231,33,Male,15000.0,3,30,141.54
10232,50,Female,84364.14,7,20,209.78
10233,26,Male,29156.41,5,0,102.28
10234,23,Male,25319.02,7,30,183.6
10235,33,Male,65338.56,5,30,186.27
10236,46,Female,86596.29,7,20,199.72
10237,20,Male,70764.09,5,10,147.32
10238,37,Female,58458.64,4,0,95.74
10239,53,Male,58921.32,5,10,138.44
10240,36,Female,62801.23,11,0,161.31
10241,43,Female,61383.93,7,20,199.31
10242,20,Male,54217.87,6,0,126.41
10243,36,Female,51563.02,3,5,127.97
10244,37,Male,49061.1,0,30,142.43
10245,49,Female,38690.53,10,15,183.93
10246,24,Male,45789.87,5,20,166.76
10247,58,Male,24605.65,5,25,170.84
10248,50,Female,48524.91,3,15,142.97
10249,57,Male,35171.13,4,20,140.71
10250,56,Male,33446.16,2,15,111.63
10251,35,Female,52698.41,2,5,101.3
10252,57,Male,70880.03,7,15,193.75
10253,18,Male,63774.75,3,0,95.88
10254,28,Female,26442.49,1,15,103.45
10255,45,Female,35155.58,3,20,148.88
10256,42,Male,64111.57,7,25,207.32
10257,40,Male,35262.69,5,25,175.69
10258,48,Female,46630.5,5,10,139.12
10259,47,Female,58250.78,4,30,175.47
10260,59,Male,35474.83,5,15,138.33
10261,52,Female,51580.63,5,25,189.56
10262,24,Male,29989.62,3,15,134.23
10263,33,Male,40979.49,3,30,156.14
10264,43,Male,54796.73,6,25,196.59
10265,19,Male,26105.09,6,30,199.14
10266,18,Male,56607.12,4,15,148.34
10267,29,Female,49705.43,9,20,201.12
10268,22,Female,58287.35,6,15,174.76
10269,54,Female,53358.71,5,30,184.72
10270,49,Female,70462.11,5,20,198.53
10271,26,Male,51878.37,4,20,170.17
10272,58,Male,43558.92,10,10,182.02
10273,52,Male,51834.46,6,25,186.07
10274,36,Male,58149.47,2,0,100.02
10275,33,Female,50732.9,4,20,141.76
10276,20,Male,50608.88,3,30,195.13
10277,37,Male,39470.12,2,25,159.52
10278,41,Female,40056.49,5,5,137.17
10279,50,Female,28960.92,6,15,150.29
10280,41,Female,76243.65,5,30,199.52
10281,28,Female,31342.05,10,5,151.43
10282,25,Male,39606.42,5,30,192.94
10283,53,Male,39223.89,5,15,141.99
10284,55,Female,63423.87,4,10,136.84
10285,57,Male,45575.75,4,30,185.25
10286,37,Male,68716.13,3,20,151.76
10287,52,Male,39897.64,6,0,128.39
10288,42,Female,54184.91,4,20,158.92
10289,52,Male,37469.79,2,15,107.15
10290,42,Female,82177.24,9,30,231.39
10291,46,Male,32186.02,5,0,119.17
10292,35,Male,54647.31,9,20,189.95
10293,63,Male,59506.65,5,0,128.69
10294,35,Female,56206.99,5,15,156.82
10295,19,Male,47220.69,1,10,104.89
10296,52,Female,48052.69,5,10,164.15
10297,33,Female,50657.17,8,30,201.49
10298,58,Female,47794.97,6,20,164.5
10299,53,Male,64458.19,2,5,110.49
10300,50,Male,83157.85,5,15,193.24
10301,21,Male,41637.62,5,20,160.61
10302,50,Male,29452.96,4,20,149.47
10303,31,Female,48675.77,6,10,143.98
10304,38,Female,88695.64,5,30,212.93
10305,37,Female,37944.88,6,0,114.23
10306,25,Male,74586.75,5,15,171.75
10307,24,Female,75165.51,4,0,127.32
10308,20,Male,41696.18,7,25,187.01
10309,34,Female,58534.75,5,25,170.51
10310,50,Male,74425.95,7,15,181.65
10311,29,Male,44313.08,6,30,209.18
10312,39,Female,46946.29,4,5,109.71
10313,39,Female,41274.79,8,25,200.48
10314,63,Female,34778.65,4,10,112.33
10315,47,Female,40260.84,3,5,96.23
10316,55,Male,31640.9,5,20,168.82
10317,55,Female,50511.25,10,25,224.67
10318,62,Female,38450.4,6,10,145.71
10319,25,Female,53506.79,4,20,135.54
10320,44,Male,26661.57,3,5,94.3
10321,44,Male,54963.2,3,15,145.05
10322,51,Female,62502.93,5,20,156.76
10323,38,Male,20093.97,2,0,72.51
10324,47,Female,55610.85,6,15,170.97
10325,50,Male,68415.03,2,15,122.6
10326,45,Male,31855.38,5,5,101.63
10327,64,Male,75088.59,2,5,101.11
10328,50,Male,56285.29,6,10,154.49
10329,22,Female,39424.82,3,10,113.14
10330,36,Female,49163.46,5,0,123.36
10331,21,Female,58374.9,2,15,133.9
10332,52,Male,51140.08,6,30,217.38
10333,34,Female,58081.34,6,0,114.67
10334,61,Female,36189.9,7,0,127.41
10335,45,Female,52540.41,6,30,191.32
10336,47,Male,28794.28,6,30,193.4
10337,46,Male,48331.61,4,30,182.37
10338,63,Male,36441.39,4,5,102.79
10339,23,Female,38967.05,7,0,123.91
10340,52,Female,68541.4,5,0,125.0
10341,58,Female,66369.65,5,20,167.19
10342,54,Male,59137.07,8,30,225.84
10343,41,Male,33615.31,4,30,163.5
10344,46,Female,45253.87,2,10,134.54
10345,63,Male,68196.47,3,10,142.64
10346,48,Male,52125.75,4,15,149.05
10347,52,Male,84789.94,6,10,193.85
10348,50,Male,55899.77,9,25,209.36
10349,38,Female,52880.74,3,15,144.05
10350,49,Male,45363.25,5,30,189.91
10351,40,Male,52003.11,3,20,157.98
10352,50,Male,47712.95,2,10,129.82
10353,20,Male,60621.63,4,20,167.8
10354,35,Female,64350.53,9,10,189.59
10355,42,Female,38210.16,4,10,120.6
10356,59,Male,30031.51,5,20,152.95
10357,48,Male,22456.92,8,0,141.61
10358,20,Male,57619.87,8,0,148.78
10359,57,Male,33449.5,5,0,109.21
10360,63,Male,17706.64,3,25,137.82
10361,41,Male,55828.68,9,0,159.58
10362,49,Female,87394.99,2,10,126.88
10363,64,Male,49908.94,8,30,203.19
10364,39,Female,62577.36,7,5,150.94
10365,40,Female,51227.44,6,20,149.59
10366,19,Male,48516.66,9,30,227.37
10367,44,Female,63786.15,3,5,122.16
10368,59,Female,45645.88,6,30,192.29
10369,19,Female,54010.88,7,25,192.88
10370,43,Female,54825.47,7,5,144.72
10371,34,Female,39978.64,5,15,139.6
10372,57,Female,64880.64,5,0,124.29
10373,50,Male,47375.6,1,25,141.69
10374,26,Female,38663.82,7,30,201.46
10375,60,Female,58047.65,4,10,134.47
10376,56,Female,36522.98,7,0,120.74
10377,46,Male,50422.72,5,0,118.0
10378,59,Female,49863.22,5,5,135.24
10379,43,Male,66288.43,3,15,139.4
10380,52,Female,57120.47,5,0,122.51
10381,42,Male,49624.6,5,30,195.01
10382,41,Male,62266.49,4,30,175.29
10383,30,Female,70853.11,3,20,169.19
10384,24,Female,58367.15,3,20,173.75
10385,53,Male,50155.29,5,0,114.2
10386,62,Female,30322.46,10,5,155.95
10387,37,Male,34023.3,2,5,93.38
10388,18,Male,45421.63,5,10,143.92
10389,25,Male,40857.32,3,25,162.04
10390,63,Male,47195.43,4,25,152.19
10391,33,Male,50849.75,6,25,177.26
10392,31,Female,57945.39,3,15,145.55
10393,29,Male,48942.52,4,5,117.52
10394,40,Male,57297.52,4,10,123.99
10395,32,Female,50967.12,5,20,180.49
10396,45,Male,20368.0,8,30,191.19
10397,51,Female,35909.97,5,25,170.81
10398,19,Female,47838.69,6,20,170.2
10399,49,Female,31854.58,3,20,129.14
10400,40,Male,58998.93,4,0,113.35
10401,39,Male,72961.26,5,15,167.9
10402,42,Male,68281.43,6,10,152.46
10403,39,Female,46798.36,7,15,163.54
10404,39,Male,72360.89,5,0,132.19
10405,59,Female,52230.01,2,10,97.36
10406,23,Male,44943.71,6,10,137.02
10407,32,Female,40798.96,4,5,117.03
10408,60,Male,45462.95,2,15,120.96
10409,54,Male,44177.35,4,15,136.18
10410,50,Male,52556.24,2,5,113.8
10411,25,Female,52408.61,3,20,143.87
10412,61,Female,50045.69,4,0,126.81
10413,61,Male,56554.07,7,15,154.23
10414,22,Male,67859.69,5,5,114.31
10415,56,Female,64243.31,5,30,205.91
10416,21,Female,27726.53,7,10,135.02
10417,23,Female,15000.0,9,25,182.33
10418,62,Male,64014.8,7,30,222.85
10419,49,Female,29496.82,6,5,120.28
10420,47,Male,46628.52,6,25,192.92
10421,64,Female,32448.3,9,20,182.12
10422,52,Male,22970.29,2,0,81.11
10423,57,Female,58121.94,3,25,160.45
10424,33,Female,61387.33,9,20,193.5
10425,30,Female,41352.34,3,25,174.48
10426,59,Female,15000.0,8,10,157.66
10427,47,Female,41806.33,5,10,128.64
10428,36,Male,55877.06,4,10,133.15
10429,34,Female,27816.33,9,10,175.67
10430,36,Female,52750.4,2,5,94.99
10431,45,Female,49770.35,5,10,130.54
10432,43,Male,58689.37,10,30,239.05
10433,54,Female,51793.71,5,10,163.6
10434,43,Male,35403.97,4,30,175.24
10435,40,Female,67948.57,7,5,162.97
10436,26,Female,47622.06,3,10,112.64
10437,29,Male,49590.43,6,20,176.41
10438,18,Female,36000.98,3,20,138.4
10439,18,Male,43350.77,3,15,151.84
10440,64,Male,36727.96,4,20,166.35
10441,51,Female,47405.81,1,0,104.5
10442,49,Male,75675.63,2,0,96.88
10443,42,Female,29421.48,4,0,97.07
10444,57,Female,25796.58,5,5,119.15
10445,62,Male,72067.55,8,20,193.47
10446,18,Male,46860.14,7,30,205.74
10447,33,Male,39963.91,7,0,135.07
10448,56,Male,65598.57,2,15,130.8
10449,22,Female,40915.77,6,5,123.92
10450,39,Female,77390.15,8,15,182.5
10451,46,Male,60168.89,6,20,164.65
10452,20,Female,42681.33,4,10,136.88
10453,29,Female,82359.62,4,15,153.62
10454,43,Female,40914.28,4,10,119.35
10455,33,Female,61131.43,1,5,106.36
10456,54,Male,54489.39,6,15,162.64
10457,39,Male,69526.12,8,15,181.01
10458,46,Female,73422.67,7,25,213.32
10459,31,Male,50480.06,7,5,138.09
10460,45,Male,38698.73,6,5,108.08
10461,22,Male,56899.58,6,0,139.78
10462,64,Female,39834.27,4,20,143.64
10463,47,Female,80200.81,3,15,144.41
10464,63,Female,52048.03,6,15,154.38
10465,22,Male,44520.18,3,30,171.86
10466,29,Female,52770.2,10,5,166.14
10467,33,Female,29793.11,5,5,127.28
10468,43,Male,35425.79,6,20,182.16
10469,43,Female,68006.21,6,5,137.71
10470,38,Female,40146.59,4,10,117.69
10471,56,Male,34296.34,6,10,134.93
10472,53,Male,58049.79,5,25,185.92
10473,50,Male,67785.56,3,10,131.73
10474,47,Female,60784.3,2,10,116.39
10475,54,Female,64940.72,3,20,143.5
10476,40,Female,38648.07,2,15,100.74
10477,27,Male,28672.84,8,10,143.29
10478,22,Male,72520.0,7,25,217.4
10479,53,Female,45159.8,4,5,121.44
10480,51,Female,46237.5,3,10,120.2
10481,48,Male,69922.91,3,25,178.76
10482,27,Male,58343.45,6,20,164.29
10483,36,Male,56838.32,5,30,193.99
10484,49,Male,82475.04,1,30,156.37
10485,18,Female,40347.23,8,30,212.63
10486,22,Male,63917.6,9,5,169.05
10487,62,Female,50855.2,4,25,172.76
10488,21,Female,54028.88,7,10,169.69
10489,33,Female,72927.03,3,15,155.72
10490,41,Male,57617.54,7,5,135.22
10491,33,Male,58074.44,5,5,143.36
10492,19,Male,66087.61,6,30,203.95
10493,45,Male,44525.71,8,15,154.06
10494,49,Female,37411.85,2,30,158.62
10495,44,Male,34327.86,4,5,118.14
10496,37,Male,20504.65,9,10,147.11
10497,41,Female,80843.11,4,30,210.75
10498,29,Male,33451.87,4,30,164.49
10499,52,Female,46681.2,3,30,167.53
10500,50,Female,45847.8,4,5,110.78
10501,50,Female,54611.1,4,10,117.22
10502,60,Female,62236.06,6,15,156.69
10503,54,Female,62907.1,7,0,130.33
10504,29,Female,41253.84,3,15,130.83
10505,20,Female,47493.17,6,10,116.73
10506,18,Female,54238.7,8,20,198.28
10507,50,Male,46269.63,7,30,211.2
10508,57,Male,74110.18,3,15,160.37
10509,27,Male,57364.62,4,20,145.77
10510,60,Male,61023.17,6,20,175.58
10511,61,Female,59943.22,8,10,178.39
10512,46,Male,67602.11,3,10,143.08
10513,30,Female,52715.32,4,30,198.15
10514,29,Male,30547.52,3,0,90.3
10515,48,Male,55995.32,8,25,203.94
10516,63,Male,40229.65,1,5,75.04
10517,19,Female,42070.75,3,15,143.18
10518,52,Male,58795.46,7,10,155.79
10519,40,Female,68574.25,5,15,162.13
10520,34,Female,50319.07,9,25,209.33
10521,43,Male,54632.5,5,25,155.87
10522,25,Male,75533.22,4,30,186.65
10523,46,Male,53611.3,5,20,171.34
10524,43,Female,89025.25,7,30,225.03
10525,27,Male,58482.64,3,5,120.36
10526,43,Female,23588.56,6,0,117.63
10527,51,Female,61300.12,7,15,165.92
10528,58,Male,55717.38,4,5,117.21
10529,24,Male,69346.29,4,0,115.26
10530,21,Female,60097.72,4,15,157.28
10531,62,Female,47923.16,3,5,108.12
10532,28,Female,31635.53,4,10,105.01
10533,46,Male,46864.65,2,15,124.95
10534,53,Female,37242.19,7,5,144.45
10535,42,Male,41292.15,6,25,194.72
10536,38,Female,58828.68,7,0,138.22
10537,53,Female,75048.57,5,5,125.16
10538,27,Male,55920.07,4,10,130.9
10539,54,Female,32061.75,5,30,185.78
10540,26,Male,56669.04,4,15,156.5
10541,41,Male,67949.47,7,15,182.55
10542,52,Female,40853.26,5,15,145.41
10543,52,Male,47989.74,6,10,155.58
10544,53,Male,50220.32,5,0,108.7
10545,35,Female,38226.53,2,15,124.46
10546,56,Male,59724.21,4,0,119.36
10547,49,Male,48185.78,4,5,124.36
10548,41,Male,56292.99,6,25,194.64
10549,40,Female,36687.62,11,25,224.58
10550,49,Male,43438.13,6,0,109.23
10551,54,Female,60835.72,8,0,144.59
10552,29,Female,44407.5,5,25,165.61
10553,30,Male,75904.46,3,15,146.56
10554,40,Male,44005.46,5,20,150.31
10555,42,Male,53370.27,1,20,138.13
10556,52,Female,63988.86,8,10,151.34
10557,58,Male,28724.51,6,30,193.54
10558,47,Male,23587.87,4,25,156.45
10559,34,Male,27115.16,7,25,201.08
10560,37,Male,68938.76,1,10,115.42
10561,42,Male,41722.13,7,20,174.81
10562,39,Female,88372.99,3,5,137.51
10563,30,Female,41536.29,9,15,178.8
10564,36,Male,52768.27,4,15,148.63
10565,53,Male,73131.65,2,5,125.01
10566,29,Male,80091.39,4,5,131.87
10567,58,Male,80922.55,6,20,200.41
10568,36,Female,68125.49,2,10,108.27
10569,29,Male,65360.94,1,5,119.22
10570,26,Female,58887.9,7,10,142.56
10571,24,Female,61675.42,7,30,225.36
10572,45,Male,41732.21,6,0,100.2
10573,31,Female,37727.02,8,15,190.17
10574,48,Female,49949.38,7,20,182.58
10575,36,Female,47447.23,5,15,141.77
10576,64,Female,43201.58,6,20,188.25
10577,33,Male,60445.81,6,0,117.33
10578,22,Male,64329.58,7,15,173.39
10579,52,Female,51326.1,6,0,149.71
10580,29,Male,72162.95,3,20,164.04
10581,42,Male,32874.66,3,5,82.68
10582,38,Male,47095.11,1,30,153.81
10583,53,Male,39247.67,5,15,143.51
10584,40,Male,22001.95,3,0,86.89
10585,33,Female,48759.79,9,25,208.44
10586,56,Male,48173.79,8,15,181.05
10587,62,Male,72701.75,4,15,140.57
10588,59,Male,59462.18,2,15,127.75
10589,56,Male,34637.2,3,10,119.44
10590,31,Female,77811.39,2,0,97.28
10591,48,Female,68315.51,4,0,127.12
10592,22,Female,58731.47,4,15,141.44
10593,52,Female,46602.74,5,5,127.23
10594,40,Male,35608.41,8,15,168.25
10595,46,Female,44416.9,6,10,135.06
10596,60,Male,66331.23,3,20,157.77
10597,28,Male,78268.79,5,10,141.02
10598,35,Male,73148.65,6,5,142.64
10599,64,Male,42667.26,3,15,133.14
10600,29,Male,33205.74,8,0,116.33
10601,26,Female,52113.29,8,30,221.29
10602,27,Female,23473.41,5,25,166.84
10603,61,Female,54847.52,4,15,152.24
10604,34,Female,47785.96,2,5,102.42
10605,55,Male,43009.45,6,0,108.0
10606,24,Female,26079.45,5,10,128.04
10607,63,Male,57704.0,6,20,183.08
10608,30,Female,42009.49,7,20,165.1
10609,57,Male,32451.25,3,30,154.12
10610,59,Male,15000.0,9,15,164.54
10611,26,Female,49587.28,2,10,112.08
10612,44,Male,76583.77,0,30,163.13
10613,19,Male,74918.89,6,25,195.04
10614,22,Female,43143.56,4,25,167.67
10615,46,Male,40966.82,6,30,205.7
10616,54,Female,57031.61,4,5,128.4
10617,55,Female,35024.22,5,20,158.07
10618,36,Female,54526.88,2,10,107.2
10619,25,Male,61491.2,5,15,151.03
10620,62,Male,68404.0,4,0,124.62
10621,18,Male,48497.69,3,15,131.06
10622,39,Female,46944.89,5,15,141.29
10623,34,Male,36830.26,3,10,138.4
10624,24,Female,37596.79,3,20,158.04
10625,42,Female,46602.82,4,10,129.06
10626,62,Male,55510.48,8,0,130.93
10627,21,Female,63703.77,5,30,204.09
10628,53,Male,37952.32,4,10,121.08
10629,23,Male,72390.33,4,5,139.58
10630,48,Male,45933.15,4,15,137.58
10631,36,Male,49679.49,4,20,173.29
10632,61,Male,38791.82,7,25,182.71
10633,56,Female,15000.0,8,0,145.15
10634,44,Female,63260.68,7,25,202.08
10635,27,Female,61052.66,3,15,155.87
10636,43,Male,45780.09,6,10,140.49
10637,36,Male,51004.86,6,25,172.89
10638,56,Male,57739.09,4,5,100.31
10639,20,Female,26561.81,6,10,149.05
10640,62,Male,42064.21,9,15,181.21
10641,30,Female,61913.97,6,25,178.98
10642,45,Female,31185.66,4,30,185.77
10643,37,Male,54403.37,6,0,136.76
10644,45,Male,29651.27,7,25,197.15
10645,25,Female,56996.45,4,30,172.1
10646,58,Male,49465.38,3,30,186.2
10647,56,Female,25773.02,4,25,161.23
10648,18,Male,67471.09,5,20,188.01
10649,20,Male,38981.13,3,25,161.42
10650,30,Female,37846.21,5,15,148.15
10651,45,Male,53008.54,3,30,188.1
10652,42,Female,67229.56,5,0,132.13
10653,50,Male,34762.67,5,15,155.7
10654,55,Female,50925.2,5,5,123.08
10655,23,Female,56432.25,6,10,149.49
10656,61,Male,60396.58,6,25,173.36
10657,62,Female,52646.62,6,20,168.72
10658,49,Male,44494.58,5,0,120.15
10659,62,Male,37586.15,7,20,180.43
10660,64,Male,51292.16,3,20,139.85
10661,38,Female,33917.91,5,20,169.78
10662,33,Female,15000.0,7,25,205.73
10663,38,Male,56548.4,2,0,85.25
10664,28,Male,63559.02,8,0,143.72
